Taxon,HFD1_D0,HFD1_D14,HFD1_D29,HFD1_D43,HFD2_D0,HFD2_D14,HFD2_D29,HFD2_D43,HFD3_D0,HFD3_D14,HFD3_D29,HFD3_D43,HFD4_D0,HFD4_D14,HFD4_D29,HFD4_D43,LFD1_D0,LFD1_D14,LFD1_D29,LFD1_D43,LFD2_D0,LFD2_D14,LFD2_D29,LFD2_D43,LFD3_D0,LFD3_D14,LFD3_D29,LFD3_D43,LFD4_D0,LFD4_D14,LFD4_D29,LFD4_D43
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Legionellales@Coxiellaceae@_@_,0.0,0.0,0.0,1.8195E8,0.0,0.0,1.8196E7,0.0,0.0,0.0,4.7369E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Alphaproteobacteria@Rhodospirillales@Rhodospirillaceae@Azospirillum@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9459E7,0.0,0.0,0.0,0.0,2.8335E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Alphaproteobacteria@Rhodospirillales@Rhodospirillaceae@Azospirillum@Azospirillum brasilense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9459E7,0.0,0.0,0.0,0.0,2.8335E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Erysipelotrichia@Erysipelotrichales@Erysipelotrichaceae@Erysipelatoclostridium@[Clostridium] cocleatum,0.0,2.47E7,0.0,0.0,0.0,2.1754E7,4.2368E7,0.0,0.0,0.0,0.0,0.0,0.0,2.1887E8,0.0,1.1781E8,0.0,0.0,0.0,0.0,0.0,0.0,5.0255E6,0.0,0.0,0.0,7.2495E6,1.0092E7,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Actinobacteria@Coriobacteriia@Eggerthellales@Eggerthellaceae@Adlercreutzia@Adlercreutzia equolifaciens,0.0,2.5555E7,0.0,0.0,4.486E7,9.9796E7,0.0,1.1506E8,0.0,2.0962E7,9.4839E6,0.0,1.151E9,2.5707E7,2.3902E7,0.0,1.9285E7,0.0,0.0,0.0,1.3243E7,0.0,0.0,0.0,2.1709E7,7.8748E7,4.3592E6,1.241E8,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Alphaproteobacteria@Rhizobiales@Rhizobiaceae@_@_,0.0,0.0,0.0,0.0,7.3424E7,5.1256E7,0.0,0.0,3.7275E7,0.0,0.0,3.9511E6,2.524E8,0.0,0.0,0.0,2.1197E7,0.0,0.0,0.0,3.8972E6,1.2865E8,0.0,1.3058E8,0.0,0.0,0.0,1.2735E7,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Bacilli@Lactobacillales@Streptococcaceae@Streptococcus@Streptococcus sp. DD12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9453E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Bacilli@Bacillales@Bacillaceae@Paraliobacillus@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6709E7,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Thermoanaerobacterales@Thermoanaerobacterales Family III. Incertae Sedis@Caldicellulosiruptor@Caldicellulosiruptor hydrothermalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9115E7,0.0,5.9955E7,0.0,1.0398E8,0.0,4.2771E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Bacilli@Lactobacillales@Streptococcaceae@Streptococcus@Streptococcus sp. DD11,0.0,1.0169E8,9.2121E7,1.2319E8,0.0,3.5807E7,6.0268E6,0.0,0.0,3.57E7,0.0,1.1824E7,0.0,0.0,0.0,2.3603E7,0.0,0.0,0.0,7.6762E6,0.0,0.0,0.0,0.0,0.0,7.9315E6,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Lachnospiraceae@_@Lachnospiraceae bacterium TWA4,0.0,8.0649E7,9.6197E8,1.5098E9,8.785E7,1.1779E8,8.0516E7,1.9148E8,3.2857E7,1.6814E8,4.2902E7,4.0762E8,0.0,1.1152E7,9.9939E7,7.8573E8,3.4354E7,7.1245E8,1.2529E8,4.949E8,2.3366E8,1.3306E8,2.2658E7,2.3659E8,4.9804E7,1.9706E8,5.9905E6,9.9933E6,1.0435E8,2.151E8,5.5442E8,1.1907E9
cellular organisms@Bacteria@Proteobacteria@Epsilonproteobacteria@Campylobacterales@Helicobacteraceae@Helicobacter@_,1.0945E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2343E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4754E6,2.2661E8,0.0,9.9428E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Epsilonproteobacteria@Campylobacterales@Helicobacteraceae@Helicobacter@Helicobacter pylori,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Thermotogae@_@_@_@_@_,0.0,0.0,0.0,0.0,5.9595E6,0.0,0.0,0.0,2.7468E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9997E6,0.0,0.0,0.0,2.2742E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Epsilonproteobacteria@Campylobacterales@Helicobacteraceae@Helicobacter@Helicobacter muridarum,1.0945E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2343E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2661E8,0.0,9.9428E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Archaea@Crenarchaeota@_@_@_@_@_,0.0,0.0,9.8017E7,0.0,6.3589E6,0.0,0.0,0.0,0.0,0.0,6.7348E6,5.7969E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6983E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2078E8,6.4077E7
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Marinilabiliaceae@Saccharicrinis@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8856E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Archaea@Euryarchaeota@_@_@_@_@_,4.9572E7,4.2607E7,5.8217E8,8.6092E8,1.1072E8,4.9188E7,3.557E8,2.8173E8,5.0438E7,5.1288E8,2.9894E7,4.0703E8,5.6175E7,1.2338E8,4.1955E8,1.4322E8,1.0797E8,6.529E8,2.4171E8,1.5089E8,9.6322E7,6.3013E8,7.0089E7,3.9941E7,3.8472E7,2.3034E8,7.964E7,2.7693E7,4.1517E7,7.1073E8,3.8141E7,6.0234E7
cellular organisms@Bacteria@Proteobacteria@Betaproteobacteria@Burkholderiales@Alcaligenaceae@Achromobacter@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3594E7,0.0,0.0,0.0,3.3291E7,0.0,0.0,0.0,0.0,2.6009E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4409E7,0.0,0.0,0.0,0.0,0.0,1.7654E7,1.8964E7
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Ruminococcaceae@Ruminococcus@Ruminococcus sp. DSM 100440,0.0,2.6271E7,9.4299E7,8.4484E7,0.0,0.0,0.0,6.6658E7,0.0,2.3962E7,7.4014E6,3.527E8,0.0,7.7972E7,2.5654E7,2.862E7,0.0,0.0,1.7927E7,0.0,0.0,9.4043E7,1.7665E7,3.8697E7,0.0,1.1088E7,8.2182E7,2.7197E7,0.0,6.7417E8,3.5013E8,4.4109E8
cellular organisms@Bacteria@Firmicutes@Clostridia@Thermoanaerobacterales@Thermoanaerobacterales Family III. Incertae Sedis@Thermoanaerobacterium@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3201E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Deferribacteres@_@_@_@_@_,3.1514E9,6.1356E8,2.0824E9,7.9698E8,1.4208E10,1.3574E9,3.454E9,1.2896E9,8.1313E8,2.9122E10,1.0225E9,8.0873E9,2.1127E9,2.8358E8,5.9486E9,9.9017E8,7.8586E9,9.1196E9,9.1347E8,1.1493E9,2.1758E9,9.4928E8,1.8452E9,4.0833E8,1.2276E9,5.4228E8,8.5157E9,3.9915E9,2.5679E10,3.8167E8,8.5062E8,7.0873E8
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Alteromonadales@Alteromonadaceae@Alteromonas@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6508E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Chromatiales@Chromatiaceae@Rheinheimera@Rheinheimera sp. EpRS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2625E7,1.3915E7,3.6493E7,0.0,2.2032E7,4.0338E6,4.8106E7,0.0,5.185E7,0.0,9.6609E7
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Enterobacterales@Enterobacteriaceae@Salmonella@Salmonella choleraesuis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Bacilli@Bacillales@Bacillaceae@Paraliobacillus@Paraliobacillus sp. PM-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6709E7,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Chloroflexi@Anaerolineae@Anaerolineales@Anaerolineaceae@Flexilinea@_,0.0,0.0,0.0,0.0,0.0,3.447E7,5.7493E7,7.2053E7,0.0,2.7942E7,0.0,0.0,1.3944E7,5.6548E7,0.0,6.7421E7,1.3857E7,0.0,2.0503E7,0.0,3.014E7,0.0,0.0,0.0,0.0,0.0,4.4172E7,0.0,3.3181E7,0.0,1.5422E7,2.8009E7
cellular organisms@Bacteria@Nitrospirae@Nitrospira@Nitrospirales@Nitrospiraceae@Candidatus Magnetoovum@Candidatus Magnetoovum chiemensis,0.0,0.0,0.0,1.404E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Flavobacteriia@Flavobacteriales@Flavobacteriaceae@Flavobacterium@_,0.0,0.0,0.0,0.0,1.8543E8,0.0,0.0,0.0,4.5963E7,0.0,0.0,0.0,5.457E7,0.0,0.0,0.0,1.2303E8,8.8306E6,4.5647E7,1.5119E8,0.0,3.0747E8,0.0,0.0,4.5206E7,0.0,0.0,0.0,1.0346E8,0.0,0.0,1.3621E7
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Christensenellaceae@Christensenella@Christensenella minuta,0.0,8.6098E7,3.6722E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Alphaproteobacteria@Rhizobiales@Bradyrhizobiaceae@Bradyrhizobium@Bradyrhizobium sp. DOA9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1622E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6137E8,0.0,0.0,0.0,0.0,6.3116E7,0.0
cellular organisms@Bacteria@Firmicutes@Negativicutes@Acidaminococcales@Acidaminococcaceae@Phascolarctobacterium@Phascolarctobacterium succinatutens,0.0,0.0,0.0,0.0,2.4802E7,4.9387E7,1.727E8,1.8196E8,0.0,0.0,1.237E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6274E7,0.0,0.0,0.0,0.0,1.8392E7,3.4933E7,1.9147E8,2.1553E8,1.3533E8,0.0,0.0,9.5635E7,0.0
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Bacteroidaceae@Bacteroides@Bacteroides oleiciplenus,0.0,0.0,0.0,0.0,2.0539E8,3.8742E7,0.0,0.0,1.3529E7,0.0,9.4945E7,4.8858E7,5.3527E7,1.8586E7,0.0,0.0,8.1976E7,0.0,2.8909E8,1.6963E8,5.0494E7,0.0,7.0886E7,0.0,1.4179E8,0.0,0.0,0.0,1.7921E8,8.0477E7,2.5892E8,7.1788E7
cellular organisms@Bacteria@Proteobacteria@Alphaproteobacteria@Rhodobacterales@Rhodobacteraceae@Thalassobius@Thalassobius gelatinovorus,1.4988E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Rikenellaceae@Alistipes@Alistipes indistinctus,1.4911E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7076E7,1.7794E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5094E7,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Lachnospiraceae@Anaerobium@_,3.261E7,0.0,0.0,0.0,1.0107E8,5.9751E7,0.0,0.0,0.0,0.0,0.0,2.3728E7,1.8003E7,0.0,0.0,0.0,1.2954E7,0.0,2.2771E7,9.5791E7,1.0139E8,8.0712E7,2.5794E7,0.0,0.0,0.0,1.2134E7,5.1602E7,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Negativicutes@Acidaminococcales@Acidaminococcaceae@Phascolarctobacterium@_,0.0,0.0,0.0,0.0,2.4802E7,4.9387E7,1.727E8,1.8196E8,0.0,0.0,1.237E8,0.0,0.0,0.0,0.0,0.0,4.2699E7,0.0,1.6274E7,0.0,0.0,0.0,0.0,1.8392E7,3.4933E7,1.9147E8,2.1553E8,1.3533E8,0.0,0.0,9.5635E7,0.0
cellular organisms@Bacteria@Firmicutes@Tissierellia@Tissierellales@Peptoniphilaceae@Anaerococcus@Anaerococcus hydrogenalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6655E7,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Tissierellia@Tissierellales@Peptoniphilaceae@Peptoniphilus@Peptoniphilus indolicus,0.0,0.0,0.0,0.0,4.9454E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8341E7,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Alphaproteobacteria@Rhodobacterales@Rhodobacteraceae@Paracoccus@_,0.0,0.0,0.0,0.0,4.951E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5891E8,1.6824E8,0.0,0.0,9.351E7,9.0942E7,0.0,0.0,0.0,0.0,1.5011E8
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Lachnospiraceae@Lachnoanaerobaculum@Lachnoanaerobaculum saburreum,0.0,8.7653E6,4.7808E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2709E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Tissierellia@Tissierellales@Peptoniphilaceae@Anaerococcus@Anaerococcus vaginalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7178E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Deinococcus-Thermus@Deinococci@Thermales@Thermaceae@Thermus@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7833E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Lachnospiraceae@Blautia@[Ruminococcus] torques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4673E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Lachnospiraceae@Coprococcus@_,2.6518E8,7.8304E8,1.1403E9,7.2971E8,5.3602E8,3.1074E8,2.6066E8,7.6947E8,7.4769E8,7.2034E8,5.9124E7,3.9522E8,3.7859E8,1.6081E8,1.133E8,2.3929E8,6.0839E8,3.8147E8,4.9857E8,6.0265E8,6.3774E8,3.4839E8,7.0612E7,1.9627E8,1.8951E8,2.3205E8,2.3018E8,1.7158E8,6.1925E8,4.153E8,1.2418E9,1.67E9
cellular organisms@Bacteria@Proteobacteria@Betaproteobacteria@Burkholderiales@Burkholderiaceae@_@_,3.0838E7,3.5319E7,0.0,0.0,0.0,0.0,0.0,1.1975E8,0.0,1.5361E8,0.0,0.0,1.9286E7,0.0,0.0,0.0,0.0,0.0,1.2288E7,2.0513E7,0.0,4.5181E8,0.0,0.0,1.318E8,1.5668E7,0.0,0.0,0.0,6.1233E7,2.2913E8,3.1362E8
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Lachnospiraceae@_@Lachnospiraceae bacterium oral taxon 500,0.0,1.3375E8,3.9107E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1013E7,0.0,0.0,8.976E7,1.5666E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Pseudomonadales@Pseudomonadaceae@Pseudomonas@_,5.1916E7,6.044E8,4.4318E8,7.5369E8,0.0,5.6713E8,1.0519E8,2.5742E8,8.6285E7,1.1329E9,2.3225E7,2.2952E8,4.535E7,9.2299E7,9.8019E7,0.0,0.0,5.3801E7,1.0188E8,0.0,6.3052E7,3.0035E8,1.4473E8,2.5872E8,0.0,1.3224E8,4.8309E7,0.0,4.0933E7,8.756E8,2.8514E8,6.7932E8
cellular organisms@Bacteria@Candidatus Latescibacteria@_@_@_@_@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1805E7,0.0,0.0,0.0,9.7222E6,1.561E7,1.3456E7
cellular organisms@Eukaryota@Basidiomycota@Agaricomycetes@Agaricales@Tricholomataceae@Mycena@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6938E7,0.0,0.0,0.0,0.0,1.885E7,0.0,0.0,2.8791E7,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Pseudomonadales@Pseudomonadaceae@Pseudomonas@Pseudomonas aeruginosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0893E7,0.0,0.0,1.0834E7,0.0,0.0,0.0,0.0,5.9682E6,0.0,0.0,0.0
cellular organisms@Bacteria@Thermotogae@Thermotogae@_@_@_@_,0.0,0.0,0.0,0.0,5.9595E6,0.0,0.0,0.0,2.7468E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9997E6,0.0,0.0,0.0,2.2742E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Thermotogae@Thermotogae@Thermotogales@Thermotogaceae@_@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.567E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Bacilli@Bacillales@Bacillaceae@Lysinibacillus@Lysinibacillus sinduriensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1189E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Cyanobacteria@Gloeobacteria@Gloeobacterales@Gloeobacteraceae@Gloeobacter@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1492E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Actinobacteria@Actinobacteria@Micromonosporales@Micromonosporaceae@Actinoplanes@Actinoplanes friuliensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2168E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.172E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Betaproteobacteria@Burkholderiales@Burkholderiaceae@Ralstonia@Ralstonia solanacearum,0.0,3.5319E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Alphaproteobacteria@Caulobacterales@Caulobacteraceae@Brevundimonas@_,0.0,1.0555E8,0.0,0.0,0.0,0.0,4.3661E7,0.0,0.0,0.0,0.0,6.9872E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0495E7,0.0,0.0,1.174E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Negativicutes@Acidaminococcales@_@_@_,0.0,0.0,2.7465E8,2.1671E8,2.4802E7,4.9387E7,1.727E8,1.8196E8,0.0,0.0,1.237E8,0.0,0.0,0.0,0.0,0.0,7.4228E7,0.0,1.6274E7,0.0,0.0,0.0,0.0,1.8392E7,3.4933E7,1.9147E8,2.1553E8,1.3533E8,0.0,0.0,9.5635E7,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Lachnospiraceae@Roseburia@uncultured Roseburia sp.,1.3092E7,5.8806E7,3.7847E7,4.6845E7,1.7703E7,1.1468E8,9.3781E6,1.1238E8,4.0672E7,2.8895E7,5.8311E7,3.294E8,0.0,1.2744E8,1.7486E8,1.0596E8,6.3826E7,7.1356E6,0.0,0.0,2.4527E7,2.7963E7,3.4672E7,4.3702E7,1.5106E7,1.6522E8,2.921E7,1.5456E7,2.4115E7,2.946E7,3.6541E7,1.4607E8
cellular organisms@Bacteria@Firmicutes@Negativicutes@Veillonellales@_@_@_,0.0,0.0,0.0,0.0,6.7793E7,0.0,0.0,0.0,0.0,4.4098E7,0.0,5.7028E7,3.9779E7,0.0,1.2343E7,2.8157E7,6.8119E7,2.2044E8,1.2143E8,2.6997E7,1.363E7,1.2774E7,2.4181E7,1.8491E7,2.2858E7,0.0,1.3951E7,0.0,1.0325E8,0.0,0.0,1.1849E7
cellular organisms@Bacteria@Firmicutes@Negativicutes@Selenomonadales@Sporomusaceae@_@_,0.0,0.0,0.0,0.0,1.3907E8,4.5092E7,0.0,6.2155E7,2.0425E7,1.3112E8,0.0,4.5361E7,4.4057E7,0.0,0.0,0.0,8.2772E8,6.974E7,1.2913E8,9.1723E7,6.4598E6,3.4182E7,1.2737E8,3.1171E8,4.2822E8,1.6048E8,1.8627E7,4.2003E8,1.5063E8,1.6251E7,8.8597E6,7.4496E7
cellular organisms@Bacteria@Firmicutes@Negativicutes@Selenomonadales@Selenomonadaceae@_@_,4.596E8,5.3669E7,0.0,0.0,6.0042E7,0.0,0.0,8.8481E8,5.3497E8,0.0,2.9714E8,5.8084E7,2.6358E8,0.0,7.9906E7,0.0,4.1073E8,1.0127E9,7.8817E8,6.0157E8,6.477E8,5.0907E8,1.6583E8,6.1752E7,4.4164E8,1.2185E9,7.5415E7,4.4691E8,2.7704E8,2.5587E8,6.4463E8,8.9824E8
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Salinisphaerales@Salinisphaeraceae@Salinisphaera@_,0.0,0.0,0.0,1.9032E7,0.0,0.0,0.0,0.0,0.0,1.3507E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
